len_of_url,no_of_dots,security_sensitive_words,no_of_hyphens_in_dom,dir_len,no_of_subdir,domain_len,domain_token_count,path_token_count,ip_present,largest_domain_tok_len,avg_dom_token_len,largest_path_token_length,avg_path_token_length,suspicious tld,len_of_file,total_dots_in_file,total_delims_in_file,len_of_argument,no_of_variables,len_of_largest_variable_val,max_no_of_argum_delims,create_age(months),expiry_age(months),update_age(days),zipcode,Lable,URL
26.0,3.0,0.0,0.0,8.0,1.0,18.0,4.0,1.0,0.0,8.0,3.75,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://58.192.78.230:8081/itunes/
29.0,2.0,0.0,0.0,1.0,0.0,28.0,3.0,0.0,0.0,20.0,8.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.maharashtradirectory.com/
17.0,2.0,0.0,0.0,1.0,0.0,16.0,3.0,0.0,0.0,8.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.dulcedia.com/
25.0,2.0,0.0,0.0,1.0,0.0,24.0,3.0,0.0,0.0,16.0,7.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.boydscoffeestore.com/
23.0,2.0,0.0,0.0,1.0,0.0,22.0,3.0,0.0,0.0,14.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.papillonpapier.com/
19.0,2.0,0.0,0.0,1.0,0.0,18.0,3.0,0.0,0.0,10.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.robotslife.com/
25.0,2.0,0.0,1.0,1.0,0.0,24.0,3.0,0.0,0.0,16.0,7.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.chocolates-elrey.com/
66.0,4.0,0.0,0.0,36.0,4.0,8.0,2.0,4.0,0.0,5.0,3.5,11.0,7.75,0.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://gokpr.by/service/costumer/information/check/511fa152cf2c99b8532...
26.0,2.0,0.0,0.0,1.0,0.0,25.0,3.0,0.0,0.0,17.0,7.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.empressteacompany.com/
66.0,4.0,0.0,0.0,17.0,2.0,16.0,2.0,2.0,0.0,12.0,7.5,8.0,7.0,0.0,33.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://vertebraledu.org/includes/apache/91899c3d4b39833434140f73dbffd0...
16.0,2.0,0.0,0.0,1.0,0.0,15.0,3.0,0.0,0.0,7.0,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.argotea.com/
35.0,3.0,0.0,0.0,9.0,1.0,14.0,3.0,1.0,0.0,7.0,4.0,7.0,7.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.hbmeyer.de/rechnen/demu06en.htm
59.0,5.0,0.0,0.0,19.0,2.0,20.0,2.0,2.0,0.0,16.0,9.5,11.0,8.0,0.0,20.0,4.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://danieleconstance.com/wp-includes/jscss/error_SignON.html...
45.0,6.0,1.0,1.0,17.0,2.0,16.0,3.0,2.0,0.0,9.0,4.666666666666667,7.0,7.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://hams-page.2fh.co/account/Archive/index.htm...
37.0,2.0,0.0,0.0,15.0,1.0,22.0,3.0,1.0,0.0,14.0,6.666666666666667,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.librarysupport.net/librarylovers/
66.0,4.0,1.0,0.0,41.0,2.0,17.0,2.0,2.0,0.0,13.0,8.0,32.0,19.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://paypalcontrol.com/872d3437012b89bc32ea4e2958af9582/signin/suppo...
22.0,2.0,0.0,1.0,1.0,0.0,21.0,3.0,0.0,0.0,13.0,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.cicr-columbia.org/
51.0,6.0,1.0,0.0,14.0,1.0,34.0,4.0,1.0,0.0,19.0,7.75,12.0,12.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.fbcancelblockcode42.fnhost.org/confirmation/...
66.0,6.0,1.0,1.0,11.0,2.0,40.0,3.0,2.0,0.0,28.0,12.666666666666666,5.0,4.0,0.0,15.0,4.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://updateaccount-paypalservices.rhcloud.com/Log/login/card_info.ph...
30.0,3.0,0.0,0.0,1.0,0.0,18.0,3.0,0.0,0.0,11.0,5.333333333333333,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.serendipity.li/jsmill.html
65.0,4.0,0.0,0.0,35.0,3.0,21.0,3.0,3.0,0.0,13.0,6.333333333333333,21.0,10.333333333333334,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.premierleague.com/en-gb/clubs/profile.overview.html/liverpool
53.0,6.0,0.0,0.0,13.0,2.0,25.0,3.0,2.0,0.0,18.0,7.666666666666667,9.0,5.0,0.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://dl.dropboxusercontent.com/u/569770718/dboxfile.htm...
61.0,5.0,1.0,0.0,13.0,2.0,18.0,2.0,2.0,0.0,14.0,8.5,8.0,5.0,0.0,30.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://theplantgrower.com/download/11/UpdateSecurityQuestions.htm...
22.0,2.0,0.0,0.0,1.0,0.0,21.0,3.0,0.0,0.0,13.0,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.dotcombooks4u.com/
24.0,2.0,0.0,0.0,1.0,0.0,23.0,3.0,0.0,0.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.sweetanniesrose.com/
56.0,9.0,1.0,0.0,17.0,3.0,26.0,6.0,3.0,0.0,6.0,3.5,7.0,4.333333333333333,0.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://hiroba.dqx.jp.isxcl.usa.cc/account/app/svc/login.html...
35.0,4.0,1.0,0.0,7.0,1.0,19.0,4.0,1.0,0.0,8.0,4.0,5.0,5.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.eloahair.com.br/Zone1/login.htm
17.0,2.0,0.0,1.0,1.0,0.0,16.0,3.0,0.0,0.0,8.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.sport-it.com/
14.0,2.0,0.0,0.0,1.0,0.0,13.0,3.0,0.0,0.0,6.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://aolrfi.esy.es/
29.0,2.0,0.0,1.0,1.0,0.0,28.0,3.0,0.0,0.0,17.0,8.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://sekucring-actions.atspace.cc/
30.0,2.0,0.0,0.0,12.0,2.0,18.0,3.0,2.0,0.0,10.0,5.333333333333333,7.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.gastenabiz.com/db/dropbox/
66.0,6.0,0.0,0.0,19.0,2.0,13.0,2.0,2.0,0.0,9.0,6.0,14.0,8.0,0.0,34.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://tediindia.com/as/impots.gouv.fr/299848aa6b7e16b7471ca7d373145e1...
64.0,6.0,0.0,0.0,1.0,0.0,45.0,4.0,0.0,0.0,34.0,10.5,0.0,0.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.australianhempmanufacturingcompany.com.au/wealthadvocates...
66.0,4.0,0.0,0.0,11.0,2.0,21.0,2.0,2.0,0.0,11.0,10.0,4.0,4.0,0.0,34.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://bookkeepers.directory/mama/mama/54ec3b2ef57d0666177af19f42c7207...
48.0,6.0,0.0,0.0,9.0,1.0,27.0,3.0,1.0,0.0,19.0,8.333333333333334,7.0,7.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.netajimahavidyalaya.org/willing/image.htm...
65.0,6.0,0.0,1.0,8.0,1.0,17.0,3.0,1.0,0.0,7.0,5.0,6.0,6.0,0.0,1.0,0.0,0.0,39.0,2.0,28.0,0.0,-1.0,-1.0,-1.0,-1.0,1,https://sk-home.heteml.jp/loader/y?rand=13InboxLightaspxn.1774256418&a...
66.0,5.0,1.0,2.0,17.0,1.0,36.0,3.0,1.0,0.0,24.0,11.333333333333334,15.0,15.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://recover-information-2016.twomini.com/security-update/verificati...
66.0,6.0,0.0,0.0,31.0,3.0,24.0,4.0,3.0,0.0,13.0,5.25,14.0,9.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.maisonrevolta.com.br/Content/Images/CentralCliente/webmail2...
66.0,5.0,0.0,0.0,42.0,6.0,15.0,2.0,6.0,0.0,11.0,7.0,10.0,5.833333333333333,0.0,5.0,1.0,0.0,4.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://alfaromedia.com/wp-content/themes/rfxzetta/zxc/ad2/yahoo/i.php?...
18.0,2.0,0.0,0.0,1.0,0.0,17.0,3.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.saperston.com/
20.0,2.0,0.0,0.0,1.0,0.0,19.0,3.0,0.0,0.0,11.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.torkecoffee.com/
18.0,2.0,0.0,0.0,1.0,0.0,17.0,3.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.numbernut.com/
32.0,2.0,0.0,0.0,4.0,1.0,13.0,2.0,1.0,0.0,9.0,6.0,2.0,2.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://mathforum.org/kb/forumindex.jspa
23.0,2.0,0.0,1.0,1.0,0.0,17.0,3.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.davis-inc.com/rmftl
66.0,5.0,0.0,0.0,8.0,1.0,26.0,3.0,1.0,0.0,20.0,8.0,6.0,6.0,0.0,32.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://clearancenorthampton.co.uk/header/389992f58a613f225407b958f7ebe...
56.0,9.0,1.0,0.0,17.0,3.0,26.0,6.0,3.0,0.0,6.0,3.5,7.0,4.333333333333333,0.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://hiroba.dqx.jp.izcel.usa.cc/account/app/svc/login.html...
37.0,3.0,0.0,0.0,12.0,2.0,16.0,3.0,2.0,0.0,9.0,4.666666666666667,6.0,4.5,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://foztextil.com.br/usamem/aol/index.htm
27.0,2.0,0.0,0.0,1.0,0.0,26.0,3.0,0.0,0.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.leadingedgeresumes.com/
32.0,2.0,0.0,1.0,14.0,2.0,14.0,3.0,2.0,0.0,6.0,4.0,6.0,5.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.swm-as.com/invest/share/2015
28.0,2.0,1.0,0.0,5.0,1.0,16.0,3.0,1.0,0.0,9.0,4.666666666666667,3.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.donfilete.cl/css/account
39.0,3.0,0.0,0.0,1.0,0.0,16.0,3.0,0.0,0.0,8.0,4.666666666666667,0.0,0.0,0.0,9.0,1.0,0.0,13.0,2.0,2.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.edu4kids.com/index.php?TB=2&page=12
24.0,1.0,0.0,0.0,1.0,0.0,23.0,2.0,0.0,0.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://delhimedicalcouncil.org/
61.0,5.0,0.0,0.0,8.0,2.0,18.0,3.0,2.0,0.0,10.0,5.333333333333333,3.0,2.5,0.0,35.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.majorfitus.com/Fw/try/2fb38b22347b085296945a637e4fa02f...
17.0,2.0,0.0,0.0,1.0,0.0,16.0,3.0,0.0,0.0,8.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.pepinmfg.com/
66.0,8.0,0.0,0.0,38.0,1.0,16.0,2.0,1.0,0.0,12.0,7.5,36.0,36.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://mytravelplan.com/auth.inet.ent_Logon-redirectjsp.true/auth.inet...
50.0,4.0,0.0,0.0,26.0,2.0,21.0,2.0,2.0,0.0,18.0,10.0,19.0,11.5,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://palliativemanitoba.ca/1794/DE*%5bcsknLDM:SW%20/...
23.0,3.0,0.0,0.0,1.0,0.0,22.0,4.0,0.0,0.0,11.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.starflorist.com.hk/
66.0,6.0,0.0,0.0,13.0,2.0,19.0,4.0,2.0,0.0,9.0,4.0,6.0,5.0,0.0,34.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.nichuizen.co.za/errors/sess/6d9a839834ab156eac5c247efbc5af2...
30.0,3.0,1.0,0.0,6.0,1.0,15.0,3.0,1.0,0.0,7.0,4.333333333333333,4.0,4.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.safetem.com/fcid/login.php
13.0,2.0,0.0,0.0,1.0,0.0,12.0,3.0,0.0,0.0,5.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.durst.de/
35.0,3.0,0.0,0.0,17.0,2.0,18.0,4.0,2.0,0.0,7.0,3.75,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://liinwww.ira.uka.de/bibliography/Ai/
35.0,3.0,0.0,0.0,6.0,1.0,17.0,3.0,1.0,0.0,9.0,5.0,4.0,4.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.mathpages.com/home/iphysics.htm
46.0,3.0,0.0,0.0,14.0,3.0,19.0,3.0,3.0,0.0,9.0,5.666666666666667,7.0,3.3333333333333335,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://jobsearch.about.com/od/resumes/a/aa040801a.htm
60.0,4.0,0.0,0.0,37.0,2.0,20.0,2.0,2.0,0.0,16.0,9.5,32.0,17.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://childcaredaycare.net/ay/9714886c1350b7127ae790061002b5e2/...
22.0,2.0,0.0,0.0,1.0,0.0,21.0,3.0,0.0,0.0,13.0,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.militaryexits.com/
59.0,6.0,1.0,2.0,9.0,1.0,26.0,3.0,1.0,0.0,14.0,8.0,7.0,7.0,0.0,24.0,4.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://new-pages-2016.twomini.com/account/Recovery_Identity.htm...
24.0,2.0,0.0,0.0,1.0,0.0,23.0,3.0,0.0,0.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.thecommonreview.org/
26.0,2.0,0.0,0.0,10.0,1.0,16.0,3.0,1.0,0.0,8.0,4.666666666666667,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.dimplexx.net/offer001/
66.0,5.0,0.0,1.0,10.0,1.0,27.0,3.0,1.0,0.0,19.0,8.333333333333334,8.0,8.0,0.0,29.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.stanislawkruk-stach.com/FreeMobs/b2d83d276d5628b24dedef3a99...
31.0,3.0,1.0,0.0,1.0,0.0,16.0,3.0,0.0,0.0,10.0,4.666666666666667,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://home684903.at.ua/confirmed.html
56.0,9.0,1.0,0.0,17.0,3.0,26.0,6.0,3.0,0.0,6.0,3.5,7.0,4.333333333333333,0.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://hiroba.dqx.jp.imxzl.usa.cc/account/app/svc/login.html...
18.0,2.0,0.0,0.0,1.0,0.0,17.0,3.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.ebscohost.com/
35.0,3.0,0.0,0.0,6.0,1.0,17.0,3.0,1.0,0.0,9.0,5.0,4.0,4.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.mathpages.com/home/icalculu.htm
66.0,5.0,1.0,0.0,6.0,1.0,11.0,2.0,1.0,0.0,7.0,5.0,4.0,4.0,0.0,9.0,1.0,0.0,40.0,2.0,19.0,1.0,-1.0,-1.0,-1.0,-1.0,1,http://safetem.com/fcid/login.php?cmd=login_submit&id=8134cd1a48be9414...
66.0,5.0,0.0,1.0,19.0,2.0,15.0,3.0,2.0,0.0,9.0,4.333333333333333,11.0,8.0,0.0,32.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://medi-surg.co.uk/wp-includes/fonts/1af279e05eecfe47ec5711b03c8c1...
25.0,2.0,0.0,0.0,1.0,0.0,24.0,3.0,0.0,0.0,16.0,7.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.multilingualblog.com/
66.0,5.0,0.0,0.0,35.0,3.0,21.0,3.0,3.0,0.0,14.0,6.333333333333333,14.0,10.333333333333334,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://direitaaoponto.com.br/wp-content/plugins/contact-form-7/include...
66.0,6.0,1.0,2.0,1.0,0.0,38.0,4.0,0.0,0.0,22.0,8.75,0.0,0.0,0.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.informationcratax-user.from-nm.com/adminusertaxonlineupdate...
52.0,6.0,0.0,0.0,24.0,4.0,16.0,3.0,4.0,0.0,7.0,4.666666666666667,8.0,4.75,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://mail.nedalcs.com/~masseri/invoice/Ed/Ed/index.php...
59.0,7.0,1.0,0.0,32.0,4.0,14.0,3.0,4.0,0.0,6.0,4.0,14.0,6.75,0.0,0.0,0.0,0.0,13.0,1.0,8.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.kf25zx.com/images/?us.battle.net/login/en/?ref=http:...
33.0,2.0,0.0,0.0,9.0,1.0,11.0,3.0,1.0,0.0,4.0,3.0,7.0,7.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://hlce.org.my/homdeir/servelet_usaa
64.0,5.0,0.0,1.0,41.0,2.0,20.0,3.0,2.0,0.0,12.0,6.0,32.0,19.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.portal-mobvi.com/mobile/dd4df9d3b004043663285424f871fc8e/...
20.0,2.0,0.0,0.0,1.0,0.0,19.0,3.0,0.0,0.0,11.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.fontecoffee.com/
66.0,6.0,0.0,0.0,36.0,5.0,19.0,4.0,5.0,0.0,9.0,4.0,10.0,6.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://187mtzail.ni.net.tr/wp-content/plugins/sord/js/alibaba/trustpas...
66.0,4.0,0.0,0.0,16.0,3.0,17.0,2.0,3.0,0.0,13.0,8.0,7.0,4.0,0.0,33.0,3.0,4.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://hofstetterfam.com/Scripts/an/dhl/webshipping_dhl_woko_members_m...
20.0,2.0,0.0,0.0,1.0,0.0,19.0,3.0,0.0,0.0,11.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.mathvillage.com/
29.0,3.0,0.0,1.0,1.0,0.0,18.0,3.0,0.0,0.0,10.0,5.333333333333333,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.beta-theta.com/Maths.html
30.0,2.0,0.0,0.0,17.0,2.0,13.0,3.0,2.0,0.0,6.0,3.6666666666666665,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.airtel.in/digital-tv/home/
66.0,5.0,0.0,0.0,31.0,4.0,22.0,3.0,4.0,0.0,15.0,6.666666666666667,10.0,6.5,0.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://spicesofindiagc.com.au/errors/default/css/Fr-Labnque/LaBanquePo...
14.0,2.0,0.0,0.0,1.0,0.0,13.0,3.0,0.0,0.0,6.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.luomus.fi/
51.0,4.0,0.0,0.0,14.0,3.0,34.0,2.0,3.0,0.0,30.0,16.5,4.0,3.3333333333333335,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://cochindivinesmillenniumsingers.com/js/game/page/...
62.0,6.0,0.0,1.0,37.0,2.0,22.0,4.0,2.0,0.0,12.0,4.75,32.0,17.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.micro-unique.co.za/ff/74dc5afff732f3baa8bb362a5cd4d4fc/...
36.0,3.0,0.0,0.0,5.0,1.0,16.0,3.0,1.0,0.0,9.0,4.666666666666667,3.0,3.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://soytumoda.com.mx/sxh/revalidate.html
33.0,2.0,1.0,0.0,4.0,1.0,20.0,2.0,1.0,0.0,16.0,9.5,2.0,2.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://accenttechnosoft.com/11/Login.htm
22.0,2.0,0.0,0.0,1.0,0.0,21.0,3.0,0.0,0.0,13.0,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.merdekacoffee.com/
42.0,5.0,0.0,0.0,18.0,2.0,21.0,3.0,2.0,0.0,14.0,6.333333333333333,8.0,7.5,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.jalkavakimuseo.fi/includes/busines/...
33.0,2.0,0.0,0.0,6.0,1.0,23.0,3.0,1.0,0.0,15.0,7.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://www.webcampersonnel.com/Drop/Drop
44.0,6.0,1.0,0.0,1.0,0.0,15.0,3.0,0.0,0.0,9.0,4.333333333333333,0.0,0.0,0.0,28.0,4.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1,http://home15178.at.ua/reconfirmation_pages.html...
66.0,5.0,1.0,1.0,1.0,0.0,19.0,2.0,0.0,0.0,16.0,9.0,0.0,0.0,0.0,14.0,1.0,1.0,32.0,2.0,13.0,1.0,-1.0,-1.0,-1.0,-1.0,1,http://authorization-de.cf/user-login.php?cmd=_flow&SESSION=0n83fwRVmu...
21.0,2.0,0.0,0.0,1.0,0.0,20.0,3.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0,http://www.silkroadteas.com/
